"identifier","source_phrase","translation","context","labels","max_length"
"admin.removerole.params.role.description","The roll that is to be removed","The roll that is to be removed","Help text describing the `role` option on `/removerole` (shown when the user focuses that option). Used in `extensions/admin.py`.","admin,command_option_description","100"
"admin.removerole.params.role.name","role","role","Display name of the `role` option on `/removerole` (shown in Discord's slash command option list).","admin,command_option_name","32"
"admin.removerole.params.user.description","The user from whom the role is to be removed","The user from whom the role is to be removed","Help text describing the `user` option on `/removerole` (shown when the user focuses that option). Used in `extensions/admin.py`.","admin,command_option_description","100"
"admin.removerole.params.user.name","user","user","Display name of the `user` option on `/removerole` (shown in Discord's slash command option list).","admin,command_option_name","32"
"admin.removetimeout.description","Cancels the timeout of a member","Cancels the timeout of a member","Short description of `/removetimeout` in Discord's slash command browser (max ~100 characters). Used in `extensions/admin.py`.","admin,command_description","100"
"admin.removetimeout.name","cancel_timeout","cancel_timeout","Slash command name for `/removetimeout` (lowercase, no spaces; registered via locale_str). Discord shows this in the command list. Used in `extensions/admin.py`.","command_name,admin","32"
"admin.removetimeout.params.member.description","The member whose timeout is to be canceled","The member whose timeout is to be canceled","Help text describing the `member` option on `/removetimeout` (shown when the user focuses that option). Used in `extensions/admin.py`.","admin,command_option_description","100"
"admin.removetimeout.params.member.name","member","member","Display name of the `member` option on `/removetimeout` (shown in Discord's slash command option list).","admin,command_option_name","32"
"admin.removetimeout.params.reason.description","The reason for canceling the timeout (optional)","The reason for canceling the timeout (optional)","Help text describing the `reason` option on `/removetimeout` (shown when the user focuses that option). Used in `extensions/admin.py`.","admin,command_option_description","100"
"admin.removetimeout.params.reason.name","reason","reason","Display name of the `reason` option on `/removetimeout` (shown in Discord's slash command option list).","admin,command_option_name","32"
"admin.report.description","The report system","The report system","Short description of `/report` in Discord's slash command browser (max ~100 characters). Used in `extensions/admin.py`.","admin,command_description","100"
"admin.report.name","report","report","Slash command name for `/report` (lowercase, no spaces; registered via locale_str). Discord shows this in the command list. Used in `extensions/admin.py`.","command_name,admin","32"
"admin.role.description","Manage the roles on the server","Manage the roles on the server","Short description of `/role` in Discord's slash command browser (max ~100 characters). Used in `extensions/admin.py`.","admin,command_description","100"
"admin.role.name","role","role","Slash command name for `/role` (lowercase, no spaces; registered via locale_str). Discord shows this in the command list. Used in `extensions/admin.py`.","command_name,admin","32"
"admin.rps.removechannel.description","Removes the report channel","Removes the report channel","Short description of `/rps` in Discord's slash command browser (max ~100 characters). Used in `extensions/admin.py`.","admin,command_description","100"
